tag,game,characters
bye 2,melee,""""""
bye 1,melee,""""""
Moenonymous,melee,"{""melee/peach"": 14}"
Alex Kabam,melee,"{""melee/fox"": 47}"
GrandSlamHam,melee,"{""melee/sheik"": 23, ""melee/marth"": 1, ""melee/iceclimbers"": 2}"
metsislesfan,melee,"{""melee/sheik"": 12, ""melee/marth"": 22}"
Doto,melee,"{""melee/falco"": 31}"
Bananimal,melee,"{""melee/falco"": 456, ""melee/fox"": 1}"
MrCapeYoGirl,melee,"{""melee/falco"": 61}"
Phoenix,melee,"{""melee/falco"": 9, ""melee/marth"": 19, ""melee/fox"": 43}"
Tetros,melee,"{""melee/yoshi"": 14, ""melee/sheik"": 16}"
JilliBean,melee,"{""melee/sheik"": 21, ""melee/fox"": 6, ""melee/marth"": 8, ""melee/captainfalcon"": 3, ""melee/mario"": 1}"
KrizpySmasher92,melee,"{""melee/falco"": 39}"
IDK,melee,"{""melee/fox"": 81, ""melee/sheik"": 60, ""melee/mrgameandwatch"": 4, ""melee/jigglypuff"": 2, ""melee/iceclimbers"": 1, ""melee/marth"": 54, ""melee/falco"": 3}"
Lumi,melee,"{""melee/marth"": 22}"
sircat,melee,"{""melee/marth"": 7, ""melee/falco"": 4, ""melee/captainfalcon"": 4}"
justabagel,melee,"{""melee/fox"": 19, ""melee/falco"": 2}"
Clean Returd,melee,"{""melee/marth"": 3, ""melee/fox"": 6}"
rob,melee,"{""melee/younglink"": 3, ""melee/falco"": 7, ""melee/captainfalcon"": 1}"
UGLY,melee,"{""melee/falco"": 13, ""melee/fox"": 1}"
WallaWalla,melee,"{""melee/falco"": 55}"
excalo,melee,""""""
whenrainbows,melee,"{""melee/sheik"": 20, ""melee/marth"": 1}"
avery,melee,"{""melee/falco"": 11, ""melee/samus"": 1}"
Dasukur,melee,"{""melee/sheik"": 17}"
King0fGreen,melee,"{""melee/fox"": 15}"
Sunnova,melee,"{""melee/fox"": 14}"
Jarias,melee,"{""melee/sheik"": 14}"
aleesper,melee,"{""melee/sheik"": 303, ""melee/yoshi"": 1}"
Mushroom Child,melee,"{""melee/falco"": 14}"
Kevinater,melee,"{""melee/marth"": 47}"
NARCAN,melee,"{""melee/captainfalcon"": 5, ""melee/falco"": 2, ""melee/fox"": 4, ""melee/marth"": 7, ""melee/sheik"": 1, ""melee/peach"": 3, ""melee/random"": 4, ""melee/kirby"": 1, ""melee/ganondorf"": 1, ""melee/roy"": 1}"
Piggeh,melee,"{""melee/samus"": 2, ""melee/link"": 3, ""melee/younglink"": 3, ""melee/drmario"": 4}"
Jah,melee,"{""melee/marth"": 11, ""melee/falco"": 21, ""melee/luigi"": 224, ""melee/fox"": 6, ""melee/mario"": 1, ""melee/mrgameandwatch"": 3, ""melee/jigglypuff"": 1}"
Huascar,melee,"{""melee/fox"": 25}"
cuddly,melee,"{""melee/captainfalcon"": 11}"
Squog,melee,""""""
duLuded,melee,"{""melee/falco"": 21}"
heavy_void,melee,"{""melee/peach"": 12}"
trip,melee,"{""melee/samus"": 13, ""melee/falco"": 2, ""melee/fox"": 13, ""melee/peach"": 4, ""melee/marth"": 1, ""melee/zelda"": 1}"
Ise,melee,"{""melee/sheik"": 79}"
Moxie,melee,"{""melee/falco"": 17}"
gnont,melee,"{""melee/samus"": 15}"
vvitch,melee,"{""melee/peach"": 31}"
Scout,melee,"{""melee/jigglypuff"": 28, ""melee/marth"": 12}"
HallowedPumpkin,melee,"{""melee/falco"": 4}"
Mathuss,melee,"{""melee/marth"": 42, ""melee/sheik"": 1}"
Frostfaxe,melee,"{""melee/marth"": 41, ""melee/random"": 3}"
Wumpo,melee,""""""
turt,melee,"{""melee/fox"": 9, ""melee/captainfalcon"": 2}"
ZareiZa,melee,"{""melee/mrgameandwatch"": 10, ""melee/jigglypuff"": 2, ""melee/marth"": 3, ""melee/random"": 10, ""melee/donkeykong"": 2}"
ryce,melee,"{""melee/marth"": 21, ""melee/captainfalcon"": 1, ""melee/younglink"": 1}"
MOSFET,melee,""""""
Roe Jogan,melee,""""""
fisherpriceboy,melee,""""""
Asher!,melee,""""""
Qwireless,melee,""""""
Froggy,melee,""""""
sinBAD,melee,""""""
Pakimari,melee,""""""
rhino,melee,"{""melee/falco"": 11}"
Potosh,melee,"{""melee/marth"": 231, ""melee/falco"": 17, ""melee/drmario"": 1, ""melee/captainfalcon"": 4}"
Foxote,melee,"{""melee/falco"": 4}"
Duhaime,melee,"{""melee/jigglypuff"": 121}"
Limerick,melee,"{""melee/pikachu"": 17, ""melee/random"": 2, ""melee/ganondorf"": 4}"
RichHomie,melee,""""""
teku13,melee,""""""
Roni,melee,""""""
Ragnarok,melee,""""""
NMOS,melee,"{""melee/sheik"": 5, ""melee/marth"": 1, ""melee/fox"": 4}"
SuperUltraMegaTurboMan,melee,""""""
Ethan,melee,""""""
Ves,melee,"{""melee/sheik"": 6, ""melee/fox"": 6}"
MrMiacro,melee,""""""
CrazyNinja3620,melee,"{""melee/sheik"": 2, ""melee/marth"": 1, ""melee/jigglypuff"": 1}"
SULLY,melee,""""""
AveryD,melee,"{""melee/luigi"": 6}"
Glaze,melee,"{""melee/fox"": 5}"
Stricken,melee,"{""melee/marth"": 20, ""melee/fox"": 5, ""melee/falco"": 4, ""melee/pikachu"": 5, ""melee/ganondorf"": 1, ""melee/captainfalcon"": 4}"
PCB,melee,"{""melee/fox"": 2, ""melee/jigglypuff"": 2}"
MyTagIsBannedInMTL,melee,"{""melee/jigglypuff"": 23}"
CoachChance,melee,"{""melee/fox"": 17}"
butfin2003,melee,""""""
Tweeter,melee,"{""melee/marth"": 4}"
M8-E,melee,""""""
Lv 9,melee,""""""
PillDemon,melee,""""""
Neon,melee,""""""
ObjectsCountries,melee,"{""melee/pichu"": 2, ""melee/kirby"": 2, ""melee/ganondorf"": 4}"
Prince,melee,"{""melee/fox"": 4, ""melee/falco"": 1}"
ch0ps,melee,""""""
Flight,melee,""""""
September,melee,""""""
Vibe Check,melee,""""""
DerWolkenBaron,melee,""""""
Johnny Banana,melee,""""""
Boomuki,melee,"{""melee/falco"": 3}"
Hektor,melee,""""""
Lucky,melee,""""""
Chip,melee,""""""
Marc,melee,""""""
Sabaca,melee,"{""melee/marth"": 9}"
Ranma,melee,""""""
Senti,melee,""""""
Shulkinator,melee,""""""
Dango,melee,"{""melee/captainfalcon"": 2}"
DesertSnoopy,melee,"{""melee/pikachu"": 22}"
Fallen_Tsu,melee,"{""melee/marth"": 9, ""melee/falco"": 58, ""melee/fox"": 11, ""melee/sheik"": 6}"
AKIRA33,melee,"{""melee/marth"": 7, ""melee/falco"": 6}"
HybridRainbow,melee,"{""melee/marth"": 36, ""melee/roy"": 1, ""melee/zelda"": 7}"
Sane,melee,"{""melee/falco"": 455, ""melee/drmario"": 1}"
tksn,melee,"{""melee/fox"": 300, ""melee/sheik"": 1, ""melee/captainfalcon"": 4, ""melee/mario"": 1}"
Sleeper,melee,"{""melee/falco"": 21}"
TeddyWest$ide,melee,""""""
Macccccccc,melee,"{""melee/captainfalcon"": 2, ""melee/marth"": 3, ""melee/fox"": 9}"
DortmunderJungs,melee,"{""melee/marth"": 5}"
Darki,melee,"{""melee/marth"": 2, ""melee/roy"": 2}"
Whambam,melee,""""""
Ahmad,melee,""""""
Ballz Out Boy,melee,""""""
Overcat,melee,""""""
SDFox,melee,""""""
Melon,melee,""""""
Katy,melee,""""""
Cole,melee,""""""
Aid0ken,melee,""""""
N0hn,melee,"{""melee/marth"": 6, ""melee/ganondorf"": 30, ""melee/yoshi"": 1, ""melee/roy"": 1, ""melee/captainfalcon"": 1, ""melee/sheik"": 2}"
Xavi,melee,"{""melee/fox"": 11, ""melee/marth"": 33}"
Frogger_AG,melee,"{""melee/mario"": 2}"
Tarnished,melee,"{""melee/jigglypuff"": 8}"
King Scrub,melee,"{""melee/captainfalcon"": 11}"
chanelfather,melee,"{""melee/falco"": 31, ""melee/fox"": 1, ""melee/drmario"": 3}"
DontHurtMe,melee,"{""melee/marth"": 8, ""melee/jigglypuff"": 2, ""melee/mewtwo"": 4}"
Civet,melee,"{""melee/jigglypuff"": 7, ""melee/sheik"": 15, ""melee/marth"": 3, ""melee/falco"": 55}"
RunicTunic,melee,"{""melee/marth"": 5, ""melee/fox"": 1}"
AltTyce,melee,""""""
Luigilock,melee,"{""melee/jigglypuff"": 32}"
corndog,melee,"{""melee/fox"": 9, ""melee/sheik"": 1}"
Mahkii,melee,"{""melee/falco"": 1, ""melee/marth"": 1}"
Connor,melee,"{""melee/fox"": 11, ""melee/jigglypuff"": 1}"
KnightSkai,melee,"{""melee/marth"": 7}"
antheknee,melee,""""""
girthyAF,melee,""""""
antownknee,melee,""""""
biran,melee,"{""melee/falco"": 21}"
kaijuking,melee,""""""
JellyBox,melee,"{""melee/falco"": 26, ""melee/mario"": 4, ""melee/luigi"": 4}"
deanerdaweiner,melee,"{""melee/falco"": 7, ""melee/fox"": 3}"
illseeker,melee,"{""melee/falco"": 4}"
Elite Skittles,melee,"{""melee/marth"": 4}"
Tipsay,melee,"{""melee/falco"": 31}"
Smarties,melee,"{""melee/captainfalcon"": 31, ""melee/fox"": 2, ""melee/drmario"": 2, ""melee/marth"": 1}"
Lix,melee,"{""melee/captainfalcon"": 23}"
yoush,melee,"{""melee/sheik"": 45, ""melee/falco"": 19}"
Big Burn,melee,"{""melee/captainfalcon"": 13}"
Uno,melee,"{""melee/sheik"": 7, ""melee/mrgameandwatch"": 22, ""melee/captainfalcon"": 1}"
calvdom,melee,""""""
Yang,melee,""""""
IndexRight,melee,""""""
sangstar,melee,""""""
Homegoods,melee,""""""
Scoob,melee,""""""
Online,melee,"{""melee/captainfalcon"": 110}"
Jaro,melee,"{""melee/marth"": 264}"
Harlem64,melee,""""""
Snom,melee,"{""melee/sheik"": 15, ""melee/fox"": 2}"
Pasch_Pasch,melee,""""""
SW,melee,""""""
Azawaf,melee,"{""melee/captainfalcon"": 2, ""melee/link"": 2, ""melee/sheik"": 1, ""melee/marth"": 4}"
simma,melee,""""""
MornaJens,melee,""""""
Jazz,melee,""""""
Plokhi,melee,"{""melee/luigi"": 102, ""melee/ness"": 3, ""melee/marth"": 3, ""melee/mrgameandwatch"": 1, ""melee/donkeykong"": 5}"
jollyboli,melee,""""""
Hynlan,melee,""""""
dopemagic,melee,"{""melee/fox"": 17, ""melee/falco"": 2, ""melee/marth"": 4, ""melee/jigglypuff"": 2, ""melee/captainfalcon"": 1}"
Courtmac,melee,""""""
Kz,melee,""""""
Atlas,melee,""""""
Matthias,melee,"{""melee/drmario"": 45}"
Lava,melee,""""""
phlip0,melee,"{""melee/fox"": 2}"
Joao,melee,"{""melee/fox"": 7}"
Ahmad,melee,"{""melee/marth"": 10}"
Mcphellin / DIMM,melee,"{""melee/samus"": 20, ""melee/drmario"": 2, ""melee/marth"": 2, ""melee/sheik"": 2}"
pursuit,melee,"{""melee/marth"": 6, ""melee/falco"": 1}"
Jinntach,melee,"{""melee/captainfalcon"": 3, ""melee/fox"": 3}"
TreeBird,melee,"{""melee/sheik"": 13, ""melee/samus"": 2}"
iie48,melee,"{""melee/pikachu"": 3, ""melee/fox"": 1}"
SFOP,melee,""""""
Jay,melee,"{""melee/peach"": 11, ""melee/falco"": 3}"
Rashomon,melee,""""""
LJ,melee,"{""melee/jigglypuff"": 6, ""melee/marth"": 11, ""melee/fox"": 15, ""melee/donkeykong"": 1, ""melee/sheik"": 1}"
Arcaidan,melee,"{""melee/samus"": 8}"
Azmalx,melee,"{""melee/marth"": 25}"
Junkyarddude,melee,""""""
Inixel,melee,"{""melee/fox"": 24}"
ELEVEN,melee,"{""melee/falco"": 4, ""melee/fox"": 3, ""melee/captainfalcon"": 1}"
Preston,melee,""""""
Baker,melee,""""""
Grunyan,melee,""""""
Dio,melee,""""""
friend of moose,melee,""""""
Luckey,melee,""""""
gogiga gagagigo,melee,"{""melee/sheik"": 2, ""melee/captainfalcon"": 2, ""melee/fox"": 1}"
Conair,melee,""""""
for fun,melee,""""""
voss,melee,""""""
Pancake,melee,""""""
CALLY707,melee,""""""
Bionic,melee,"{""melee/sheik"": 5}"
Asianturtle222,melee,""""""
Truedong,melee,""""""
420Kookster,melee,"{""melee/falco"": 11, ""melee/fox"": 2, ""melee/bowser"": 2, ""melee/younglink"": 1, ""melee/donkeykong"": 1, ""melee/marth"": 2, ""melee/captainfalcon"": 1}"
ComplexRolls,melee,"{""melee/fox"": 9}"
brick!,melee,"{""melee/captainfalcon"": 26}"
head empty,melee,""""""
guywhoplaysbass,melee,"{""melee/kirby"": 59}"
Dking,melee,"{""melee/luigi"": 15, ""melee/sheik"": 13, ""melee/marth"": 1, ""melee/fox"": 1}"
Estrayed,melee,""""""
TheMonkey,melee,"{""melee/falco"": 55, ""melee/marth"": 1, ""melee/fox"": 4, ""melee/captainfalcon"": 1}"
Panda,melee,""""""
Milk Dab,melee,""""""
v9,melee,"{""melee/samus"": 8, ""melee/sheik"": 4}"
Noshi,melee,""""""
Krystal's Cuck,melee,"{""melee/random"": 74, ""melee/bowser"": 2}"
lazy,melee,""""""
katie,melee,""""""
Flamingo,melee,""""""
PuffDaddy,melee,""""""
XTC,melee,""""""
Stitch,melee,""""""
Zei,melee,""""""
Thou,melee,""""""
$pace,melee,""""""
Dark Hero,melee,""""""
dahleh,melee,"{""melee/captainfalcon"": 10, ""melee/falco"": 25, ""melee/fox"": 2}"
honey!,melee,"{""melee/fox"": 33, ""melee/drmario"": 1, ""melee/captainfalcon"": 2, ""melee/sheik"": 2}"
Duck,melee,"{""melee/falco"": 13}"
Dante,melee,"{""melee/fox"": 7, ""melee/sheik"": 6}"
adam,melee,"{""melee/falco"": 6}"
Thank You So Much,melee,""""""
MegaSportega,melee,""""""
genericMilk,melee,"{""melee/jigglypuff"": 11, ""melee/falco"": 1}"
Jeremy,melee,""""""
Stanky Leg,melee,""""""
Infinity,melee,""""""
Furry Gay,melee,""""""
ProPlayerJeb,melee,"{""melee/drmario"": 9, ""melee/fox"": 5}"
salamander,melee,"{""melee/fox"": 64}"
CloveR,melee,""""""
Rikar,melee,"{""melee/sheik"": 30}"
Mr.Nintendo64,melee,""""""
Suspect,melee,""""""
King Dong,melee,""""""
Darkknight,melee,""""""
guapaholic,melee,""""""
TJKhaled,melee,""""""
Brarth,melee,""""""
ethi0pium,melee,"{""melee/fox"": 74}"
Chase,melee,""""""
Helix,melee,"{""melee/fox"": 9, ""melee/captainfalcon"": 2, ""melee/mrgameandwatch"": 1}"
Oblivi��nIX,melee,"{""melee/marth"": 1, ""melee/sheik"": 1}"
Korus,melee,""""""
xhivos,melee,""""""
KC,melee,"{""melee/fox"": 2}"
Owny,melee,"{""melee/link"": 4}"
FxG Spartan,melee,"{""melee/marth"": 8}"
bye4,melee,""""""
bye3,melee,""""""
bye2,melee,""""""
bye1,melee,""""""
faiY,melee,"{""melee/marth"": 19}"
Jex,melee,"{""melee/samus"": 58, ""melee/captainfalcon"": 1}"
Stray,melee,"{""melee/sheik"": 18}"
Mr. OwL,melee,"{""melee/peach"": 29, ""melee/sheik"": 1, ""melee/drmario"": 11, ""melee/iceclimbers"": 7, ""melee/pichu"": 9, ""melee/falco"": 1, ""melee/pikachu"": 3, ""melee/roy"": 6}"
fosw,melee,"{""melee/marth"": 91, ""melee/fox"": 1}"
Deburian,melee,"{""melee/captainfalcon"": 17}"
Ramen,melee,""""""
Noodls,melee,"{""melee/marth"": 20}"
big stunna,melee,"{""melee/ganondorf"": 125, ""melee/peach"": 2, ""melee/captainfalcon"": 1}"
GAME^3,melee,"{""melee/marth"": 2, ""melee/captainfalcon"": 1, ""melee/falco"": 1}"
Wheels,melee,""""""
ninjajon5,melee,""""""
davemanx7x,melee,"{""melee/fox"": 3}"
Faulko,melee,"{""melee/captainfalcon"": 10}"
Somatsu,melee,""""""
Nage,melee,""""""
Greg,melee,""""""
rend,melee,"{""melee/captainfalcon"": 633, ""melee/kirby"": 17}"
Joeywoeyuwu,melee,""""""
rron5000,melee,"{""melee/falco"": 4}"
Methteeth,melee,""""""
Superstarnova03,melee,"{""melee/kirby"": 6}"
MasonJar,melee,"{""melee/captainfalcon"": 7}"
imp,melee,"{""melee/falco"": 99, ""melee/fox"": 15}"
Deen,melee,"{""melee/fox"": 1, ""melee/jigglypuff"": 242, ""melee/iceclimbers"": 5, ""melee/marth"": 36, ""melee/sheik"": 35, ""melee/zelda"": 1, ""melee/roy"": 1, ""melee/ganondorf"": 1}"
Zeanen,melee,"{""melee/falco"": 2}"
PanterA,melee,""""""
Chacoolman,melee,""""""
meecrobs,melee,""""""
WesternSovietUnion,melee,""""""
Satan,melee,""""""
Sorrow,melee,""""""
Myxen,melee,""""""
hobbs,melee,""""""
Jasper,melee,""""""
kelvin,melee,""""""
Gang Member,melee,""""""
PatP3,melee,""""""
Davemon,melee,""""""
Dr.G,melee,"{""melee/marth"": 82, ""melee/falco"": 46, ""melee/mario"": 2, ""melee/captainfalcon"": 31, ""melee/ganondorf"": 31, ""melee/fox"": 11, ""melee/jigglypuff"": 3}"
DQ THIS PERSON,melee,""""""
H4tz,melee,""""""
ActiveRug3,melee,""""""
chandy,melee,""""""
davey wavey,melee,""""""
bear kidney,melee,""""""
bard,melee,""""""
cronin,melee,""""""
t-masa,melee,""""""
toast,melee,""""""
cubby,melee,""""""
Legolassno,melee,""""""
rusty chikn,melee,""""""
gare,melee,""""""
1up,melee,""""""
Con,melee,""""""
ramiegypt,melee,""""""
Jmak,melee,""""""
Luigi Mojo,melee,""""""
Ven,melee,""""""
Raphy,melee,"{""melee/marth"": 3, ""melee/ganondorf"": 1}"
Critickail,melee,"{""melee/sheik"": 26, ""melee/marth"": 1}"
SYco,melee,""""""
Ozzy,melee,"{""melee/link"": 5, ""melee/samus"": 11, ""melee/falco"": 2, ""melee/ganondorf"": 6, ""melee/captainfalcon"": 16, ""melee/fox"": 1}"
Waye123,melee,"{""melee/fox"": 29}"
Saber,melee,"{""melee/falco"": 17, ""melee/captainfalcon"": 38}"
Stove,melee,"{""melee/iceclimbers"": 214, ""melee/fox"": 3, ""melee/drmario"": 58, ""melee/yoshi"": 1, ""melee/falco"": 21, ""melee/ganondorf"": 1, ""melee/jigglypuff"": 3, ""melee/marth"": 1}"
P1,melee,"{""melee/falco"": 14}"
PopeyeMD,melee,"{""melee/jigglypuff"": 35}"
FreshKong,melee,"{""melee/fox"": 17, ""melee/captainfalcon"": 8, ""melee/falco"": 4, ""melee/samus"": 4}"
La Rosa,melee,"{""melee/sheik"": 15}"
UnknownKing95,melee,"{""melee/samus"": 29}"
Phis,melee,"{""melee/falco"": 51}"
TLO,melee,"{""melee/captainfalcon"": 48}"
Gimmick,melee,"{""melee/peach"": 255, ""melee/falco"": 1}"
Cheese,melee,"{""melee/luigi"": 4, ""melee/marth"": 2}"
CR@CKmUNCHER33,melee,""""""
Elymis,melee,"{""melee/fox"": 30}"
Fruitinater,melee,"{""melee/marth"": 59, ""melee/jigglypuff"": 1}"
ByroneDaLord,melee,""""""
Landon,melee,""""""
Thrice,melee,""""""
nuker,melee,""""""
brandon,melee,""""""
Mi Fa Mi,melee,""""""
notevennothing,melee,"{""melee/jigglypuff"": 2, ""melee/younglink"": 6}"
Moonkehh,melee,"{""melee/peach"": 4}"
Brothermon,melee,"{""melee/falco"": 9}"
imby,melee,""""""
Spag,melee,"{""melee/sheik"": 3, ""melee/fox"": 1}"
Chiv,melee,"{""melee/falco"": 6}"
treeborn,melee,""""""
Hmmmpf,melee,""""""
hyp3r,melee,"{""melee/marth"": 4}"
Nilu,melee,"{""melee/jigglypuff"": 76}"
Leodagant,melee,"{""melee/jigglypuff"": 7}"
Klaun,melee,"{""melee/mario"": 2, ""melee/captainfalcon"": 3}"
Lylian,melee,"{""melee/falco"": 6, ""melee/marth"": 6}"
Dr.Human,melee,"{""melee/marth"": 5}"
Raizen,melee,"{""melee/peach"": 5}"
C-tier,melee,"{""melee/fox"": 3, ""melee/marth"": 6}"
Allen,melee,"{""melee/marth"": 2, ""melee/roy"": 1, ""melee/fox"": 7}"
Jale,melee,"{""melee/sheik"": 5, ""melee/jigglypuff"": 3}"
Infer X,melee,"{""melee/marth"": 16, ""melee/fox"": 1, ""melee/jigglypuff"": 1}"
Nass,melee,"{""melee/jigglypuff"": 5}"
Eligarok,melee,"{""melee/samus"": 9}"
Raphro,melee,"{""melee/marth"": 4, ""melee/ness"": 1, ""melee/jigglypuff"": 3}"
Heatsurge,melee,"{""melee/marth"": 28}"
bent_z,melee,""""""
dvm,melee,""""""
Wahaba,melee,"{""melee/luigi"": 84, ""melee/sheik"": 45, ""melee/bowser"": 2}"
sexpaint,melee,"{""melee/samus"": 2}"
cunc,melee,""""""
halkony2012,melee,""""""
butterytoast,melee,"{""melee/fox"": 10, ""melee/captainfalcon"": 1, ""melee/falco"": 1}"
Slater,melee,"{""melee/jigglypuff"": 5}"
The RA,melee,"{""melee/samus"": 4}"
RreignStar,melee,"{""melee/fox"": 4, ""melee/peach"": 1}"
YOU ARE MOTHER,melee,"{""melee/roy"": 8, ""melee/pichu"": 1}"
Agent X-2,melee,""""""
HAL,melee,""""""
TAG,melee,""""""
Tom,melee,""""""
;v,melee,"{""melee/yoshi"": 12}"
Space Dog,melee,"{""melee/falco"": 1, ""melee/sheik"": 6, ""melee/donkeykong"": 3, ""melee/ganondorf"": 22, ""melee/captainfalcon"": 1, ""melee/peach"": 1}"
BillyManGuy,melee,""""""
Krisp,melee,"{""melee/fox"": 14}"
Hellbeanz,melee,"{""melee/captainfalcon"": 4}"
Terminal 7,melee,""""""
Mauricio2427,melee,"{""melee/mario"": 17, ""melee/marth"": 11, ""melee/fox"": 1, ""melee/falco"": 19, ""melee/captainfalcon"": 5, ""melee/ganondorf"": 1}"
Musturdman,melee,""""""
Jkim,melee,""""""
Mosie,melee,""""""
Gameguy,melee,"{""melee/fox"": 41}"
Andurs,melee,""""""
MrKillBoy,melee,""""""
MikeysFuckinMtnHoller,melee,""""""
two,melee,""""""
Repose,melee,""""""
FiskHero,melee,""""""
Boba,melee,""""""
Raphael,melee,""""""
RN#411,melee,"{""melee/falco"": 14}"
Zenphor,melee,"{""melee/luigi"": 14, ""melee/marth"": 1}"
JGAGE06,melee,"{""melee/fox"": 4}"
Kira,melee,"{""melee/marth"": 3, ""melee/sheik"": 1, ""melee/ganondorf"": 1}"
CaptainCurry,melee,""""""
Jet,melee,""""""
Tato,melee,""""""
Toaster154,melee,"{""melee/peach"": 43}"
Milk,melee,""""""
Milk Master,melee,""""""
LumaDooma,melee,""""""
CUP MAN,melee,""""""
TOPY,melee,""""""
ThatOneGuy,melee,""""""
TrueDingus,melee,""""""
EZPZ,melee,""""""
Mjayz,melee,""""""
Symphony Man,melee,""""""
Suudo,melee,""""""
Onlykevin,melee,""""""
Browi,melee,""""""
ionz,melee,""""""
luke,melee,""""""
Stevenn,melee,""""""
Allios,melee,"{""melee/jigglypuff"": 8, ""melee/mario"": 4, ""melee/mrgameandwatch"": 1, ""melee/peach"": 1}"
JustVibin',melee,"{""melee/falco"": 7, ""melee/marth"": 2}"
Beanz,melee,""""""
Big Z,melee,""""""
EA SPORTCENTER,melee,""""""
TNBT,melee,""""""
Dumami,melee,"{""melee/captainfalcon"": 3, ""melee/yoshi"": 1}"
Daniel,melee,"{""melee/peach"": 2, ""melee/falco"": 2}"
Melon,melee,"{""melee/marth"": 4, ""melee/roy"": 2}"
sue,melee,"{""melee/jigglypuff"": 4}"
Huntnuts,melee,""""""
egg,melee,""""""
yboi,melee,""""""
pal,melee,""""""
dawn,melee,""""""
SWAMPS 007,melee,"{""melee/mrgameandwatch"": 2}"
GB_Paul,melee,""""""
rett,melee,"{""melee/captainfalcon"": 6}"
sadpadfatcat,melee,""""""
Whisker,melee,""""""
Hashtag,melee,""""""
Oaky,melee,"{""melee/sheik"": 9}"
Theo,melee,""""""
Shiko,melee,"{""melee/captainfalcon"": 10}"
Gabethebabe,melee,"{""melee/marth"": 5}"
chimps brachiating,melee,"{""melee/ganondorf"": 1, ""melee/fox"": 2, ""melee/marth"": 1, ""melee/falco"": 1}"
Twig,melee,"{""melee/jigglypuff"": 3, ""melee/pikachu"": 1}"
her0,melee,"{""melee/falco"": 2, ""melee/captainfalcon"": 2, ""melee/mrgameandwatch"": 2}"
JoVo,melee,"{""melee/luigi"": 7, ""melee/drmario"": 1, ""melee/jigglypuff"": 2}"
SouljaBoiTELLEM,melee,""""""
Minibever,melee,""""""
OGGE,melee,"{""melee/falco"": 2}"
spikern,melee,""""""
Dean!,melee,"{""melee/sheik"": 63}"
mosa,melee,""""""
BrawlhallaGod,melee,"{""melee/marth"": 137}"
Random Randal,melee,"{""melee/random"": 8, ""melee/sheik"": 1, ""melee/yoshi"": 1}"
Poonpounder,melee,""""""
Geostigma,melee,""""""
Baker,melee,""""""
Klepy,melee,"{""melee/fox"": 2, ""melee/marth"": 1, ""melee/falco"": 3}"
������,melee,""""""
irugnodopnito,melee,"{""melee/falco"": 3}"
������������,melee,""""""
Butz,melee,""""""
WTS,melee,"{""melee/fox"": 5}"
Kairi,melee,""""""
Tun,melee,""""""
ourtom_hanks,melee,""""""
BYE 3,melee,""""""
BYE 2,melee,""""""
BYE 1,melee,""""""
hulian,melee,"{""melee/fox"": 37, ""melee/captainfalcon"": 3, ""melee/luigi"": 4, ""melee/jigglypuff"": 77}"
Zhandite,melee,""""""
RedEyes,melee,"{""melee/drmario"": 10}"
MrFailology,melee,"{""melee/fox"": 23}"
Nick Fitzsimons,melee,""""""
Zstick,melee,""""""
Cockerman,melee,"{""melee/marth"": 4, ""melee/fox"": 1}"
SirFucksaLOT,melee,""""""
Chlamydia,melee,"{""melee/fox"": 4, ""melee/zelda"": 3}"
Peptobismol,melee,""""""
Benji,melee,""""""
katie,melee,""""""
Participant,melee,"{""melee/jigglypuff"": 20}"
Djibouti,melee,""""""
Sly,melee,""""""
Flamingo,melee,""""""
Dante,melee,""""""
Infinity,melee,""""""
Boltz,melee,""""""
DieselDerek,melee,"{""melee/falco"": 10, ""melee/jigglypuff"": 2, ""melee/iceclimbers"": 142}"
Rezonate,melee,"{""melee/jigglypuff"": 9, ""melee/mewtwo"": 1}"
Schlongberg,melee,""""""
Banjo,melee,""""""
cuchillito,melee,""""""
Panda,melee,""""""
Yeti,melee,""""""
gearz,melee,""""""
AlphaX (FR),melee,"{""melee/marth"": 6}"
Cam99,melee,""""""
aHeftyTrashBag,melee,"{""melee/falco"": 10}"
