tag,game,characters
zubbs,melee,"{""melee/falco"": 280, ""melee/fox"": 20, ""melee/mewtwo"": 10, ""melee/pichu"": 3, ""melee/iceclimbers"": 4, ""melee/link"": 6, ""melee/roy"": 2, ""melee/captainfalcon"": 7, ""melee/marth"": 11, ""melee/ness"": 4, ""melee/donkeykong"": 2, ""melee/sheik"": 15, ""melee/drmario"": 1, ""melee/mario"": 1, ""melee/zelda"": 1, ""melee/samus"": 1, ""melee/peach"": 5}"
Shimkoko,melee,"{""melee/marth"": 890, ""melee/falco"": 1, ""melee/random"": 8}"
Blu,melee,"{""melee/falco"": 70}"
Jamel,melee,"{""melee/peach"": 111, ""melee/marth"": 1, ""melee/fox"": 3, ""melee/falco"": 2}"
sponge,melee,"{""melee/fox"": 21}"
KoiLeon,melee,"{""melee/peach"": 13}"
Rotini,melee,"{""melee/peach"": 79}"
MessiSTL,melee,"{""melee/fox"": 1073, ""melee/sheik"": 6, ""melee/jigglypuff"": 9, ""melee/falco"": 14, ""melee/marth"": 6, ""melee/zelda"": 6, ""melee/captainfalcon"": 6, ""melee/random"": 38, ""melee/pikachu"": 1}"
Sunshine,melee,"{""melee/fox"": 15}"
Cook,melee,"{""melee/falco"": 50}"
CZ-Adam,melee,"{""melee/roy"": 2}"
Pops,melee,"{""melee/fox"": 5}"
Kishoto,melee,"{""melee/fox"": 78, ""melee/marth"": 94, ""melee/drmario"": 2, ""melee/falco"": 16}"
kiraboshi,melee,"{""melee/marth"": 7, ""melee/jigglypuff"": 7}"
Wheelz,melee,"{""melee/marth"": 1, ""melee/fox"": 16}"
Clam Crab Cuckold Cowrie,melee,"{""melee/fox"": 6}"
TRJH,melee,"{""melee/marth"": 4}"
snazzman,melee,"{""melee/marth"": 10}"
Joey,melee,"{""melee/fox"": 42}"
32sloppy,melee,"{""melee/captainfalcon"": 6}"
dochat,melee,"{""melee/fox"": 6}"
Big Band,melee,"{""melee/fox"": 4}"
Chavalava,melee,""""""
Rebus,melee,"{""melee/falco"": 2, ""melee/jigglypuff"": 7, ""melee/fox"": 36}"
dacky,melee,"{""melee/falco"": 4}"
MobSanart,melee,""""""
sgt,melee,"{""melee/falco"": 2}"
Ramuthra,melee,"{""melee/ganondorf"": 2}"
Veto,melee,"{""melee/fox"": 29}"
Medal,melee,""""""
Blush,melee,""""""
Stevebr0,melee,"{""melee/sheik"": 2, ""melee/pikachu"": 1, ""melee/fox"": 21, ""melee/jigglypuff"": 197, ""melee/falco"": 1, ""melee/marth"": 2}"
Felix,melee,"{""melee/luigi"": 69}"
Conraz,melee,""""""
yabo-san,melee,""""""
Gautch,melee,""""""
Trejohn6,melee,"{""melee/link"": 151, ""melee/younglink"": 31, ""melee/falco"": 1, ""melee/marth"": 8}"
Maxximum,melee,""""""
Comet,melee,""""""
Gavin,melee,""""""
Freezus,melee,"{""melee/fox"": 4186, ""melee/captainfalcon"": 112, ""melee/falco"": 86, ""melee/marth"": 8, ""melee/donkeykong"": 6, ""melee/pichu"": 3, ""melee/drmario"": 3, ""melee/mewtwo"": 1, ""melee/kirby"": 1, ""melee/bowser"": 1, ""melee/younglink"": 1, ""melee/link"": 1, ""melee/luigi"": 1, ""melee/ganondorf"": 1, ""melee/yoshi"": 1, ""melee/roy"": 1, ""melee/ness"": 1, ""melee/mario"": 1, ""melee/samus"": 1, ""melee/iceclimbers"": 1, ""melee/zelda"": 1, ""melee/sheik"": 1, ""melee/jigglypuff"": 1, ""melee/pikachu"": 1, ""melee/mrgameandwatch"": 2, ""melee/peach"": 1}"
CranBreezy,melee,""""""
CaKe,melee,"{""melee/sheik"": 4, ""melee/marth"": 18, ""melee/pichu"": 3, ""melee/fox"": 2, ""melee/pikachu"": 3}"
1th,melee,"{""melee/marth"": 7, ""melee/jigglypuff"": 61, ""melee/captainfalcon"": 2, ""melee/falco"": 27}"
Exodia,melee,"{""melee/falco"": 253, ""melee/marth"": 8, ""melee/ganondorf"": 1, ""melee/fox"": 42, ""melee/captainfalcon"": 4, ""melee/sheik"": 2, ""melee/jigglypuff"": 1}"
NFGraves,melee,"{""melee/sheik"": 55, ""melee/drmario"": 47, ""melee/mrgameandwatch"": 1, ""melee/peach"": 2}"
Quark,melee,"{""melee/fox"": 52, ""melee/younglink"": 3}"
3ch0,melee,""""""
Feris,melee,"{""melee/iceclimbers"": 80, ""melee/marth"": 4}"
the guy,melee,"{""melee/sheik"": 15}"
Selsun,melee,"{""melee/ganondorf"": 4}"
dang3r,melee,"{""melee/marth"": 10, ""melee/fox"": 689, ""melee/sheik"": 58, ""melee/ganondorf"": 5, ""melee/captainfalcon"": 2, ""melee/mario"": 4, ""melee/drmario"": 1}"
not_bubby,melee,"{""melee/fox"": 2}"
catwithagat,melee,"{""melee/jigglypuff"": 50}"
Davy,melee,""""""
Divinity,melee,"{""melee/marth"": 153}"
sin,melee,"{""melee/marth"": 6, ""melee/falco"": 1, ""melee/fox"": 2}"
Tupperwhy,melee,"{""melee/sheik"": 14}"
Jazzz,melee,""""""
Picksa,melee,""""""
Luigi's Vaccums: We Suck,melee,"{""melee/mario"": 1, ""melee/drmario"": 1}"
Nino,melee,"{""melee/fox"": 2, ""melee/ganondorf"": 3, ""melee/falco"": 3}"
G-Dawg,melee,""""""
Blitz64,melee,"{""melee/marth"": 6}"
Cedar,melee,"{""melee/peach"": 39, ""melee/mario"": 1, ""melee/jigglypuff"": 1, ""melee/sheik"": 3}"
indisposed,melee,"{""melee/fox"": 165, ""melee/falco"": 10, ""melee/random"": 4, ""melee/sheik"": 3}"
Jerr888,melee,""""""
Calvin,melee,""""""
Espard,melee,""""""
Schhmoney,melee,"{""melee/falco"": 2, ""melee/captainfalcon"": 13}"
Rose,melee,"{""melee/sheik"": 18, ""melee/peach"": 1, ""melee/falco"": 52, ""melee/fox"": 44, ""melee/zelda"": 1, ""melee/marth"": 1}"
ZDR,melee,""""""
Pee,melee,"{""melee/sheik"": 1, ""melee/fox"": 3, ""melee/jigglypuff"": 5}"
Brightside,melee,""""""
Samurai,melee,""""""
TheLoneCalzone,melee,""""""
icybutter,melee,""""""
Aurora,melee,""""""
WalterJr,melee,"{""melee/fox"": 46, ""melee/falco"": 3}"
Yomajoe,melee,"{""melee/marth"": 3, ""melee/falco"": 1, ""melee/roy"": 9, ""melee/fox"": 1, ""melee/ganondorf"": 4}"
Freeman,melee,"{""melee/marth"": 29}"
o3MARS,melee,""""""
ECCO FLIPS,melee,""""""
Frosty,melee,"{""melee/falco"": 138}"
Rampage236,melee,""""""
Art Vandelay,melee,""""""
Solaris,melee,"{""melee/peach"": 6}"
DjShinySilver,melee,"{""melee/falco"": 543, ""melee/marth"": 3, ""melee/sheik"": 1}"
AlexB,melee,"{""melee/peach"": 150}"
GR33NSlicc,melee,""""""
Blip Blip,melee,"{""melee/marth"": 12}"
Jeanie Weenie,melee,""""""
Merlini,melee,"{""melee/captainfalcon"": 21}"
Geeboy,melee,"{""melee/falco"": 2, ""melee/peach"": 2, ""melee/fox"": 157, ""melee/captainfalcon"": 3, ""melee/jigglypuff"": 2}"
cj7loop,melee,"{""melee/marth"": 10}"
Nannerbaby,melee,""""""
RingWorm,melee,"{""melee/fox"": 159, ""melee/sheik"": 3}"
rose,melee,"{""melee/peach"": 22}"
pieisthebest,melee,"{""melee/falco"": 2}"
Ember,melee,"{""melee/jigglypuff"": 4}"
Vita,melee,"{""melee/sheik"": 35, ""melee/peach"": 22, ""melee/marth"": 2}"
Kamex,melee,""""""
Nickolish,melee,""""""
Ace,melee,""""""
Beekman,melee,"{""melee/captainfalcon"": 2, ""melee/roy"": 1330}"
Barless,melee,""""""
MinentendoYT,melee,""""""
Ginny,melee,"{""melee/sheik"": 9, ""melee/falco"": 2}"
Pman,melee,""""""
Fredriccc,melee,""""""
Ilija,melee,"{""melee/sheik"": 5}"
BloodIori,melee,""""""
SpaceAnimalK,melee,"{""melee/falco"": 66}"
kenny,melee,"{""melee/fox"": 21}"
Chaos,melee,"{""melee/marth"": 4}"
JAML,melee,""""""
Stray,melee,"{""melee/falco"": 25, ""melee/fox"": 6}"
Danimal,melee,"{""melee/jigglypuff"": 10}"
Cowie,melee,"{""melee/fox"": 2}"
Xtillo,melee,""""""
Grape_Ape,melee,""""""
alex,melee,"{""melee/fox"": 65, ""melee/jigglypuff"": 12}"
Showtime,melee,"{""melee/fox"": 219}"
kennypenny,melee,"{""melee/falco"": 44}"
Formula Zero,melee,"{""melee/captainfalcon"": 23}"
HitchHikr,melee,"{""melee/marth"": 66, ""melee/falco"": 1, ""melee/pikachu"": 2, ""melee/captainfalcon"": 2}"
Bartin,melee,"{""melee/fox"": 20}"
Hibou!,melee,"{""melee/captainfalcon"": 118, ""melee/sheik"": 5, ""melee/fox"": 3, ""melee/marth"": 6, ""melee/jigglypuff"": 3}"
Dude��illa,melee,""""""
Huff,melee,""""""
Oink,melee,"{""melee/falco"": 20}"
veyd,melee,"{""melee/fox"": 7, ""melee/falco"": 30}"
Litman,melee,""""""
Angelicotryy,melee,""""""
4Sabo,melee,"{""melee/falco"": 2, ""melee/marth"": 29, ""melee/fox"": 25, ""melee/iceclimbers"": 3, ""melee/captainfalcon"": 1}"
Ethan The God,melee,""""""
Kola,melee,""""""
WSNL,melee,"{""melee/captainfalcon"": 3}"
keenan,melee,""""""
Egbert,melee,""""""
Psyche,melee,"{""melee/falco"": 7}"
Baylean,melee,"{""melee/captainfalcon"": 15, ""melee/falco"": 6}"
O.Crippler,melee,""""""
Ladies,melee,"{""melee/falco"": 2}"
Edo,melee,"{""melee/fox"": 2}"
WizardLzrd,melee,"{""melee/captainfalcon"": 2}"
QuickKiller,melee,"{""melee/fox"": 2}"
Gabe,melee,"{""melee/marth"": 89, ""melee/fox"": 10}"
KOOPAKID,melee,"{""melee/falco"": 4, ""melee/fox"": 70}"
Spag,melee,"{""melee/sheik"": 3, ""melee/luigi"": 3, ""melee/marth"": 2, ""melee/fox"": 1}"
BlueAlien,melee,""""""
m0nacle,melee,""""""
Wrong Doug,melee,"{""melee/falco"": 15, ""melee/marth"": 1, ""melee/captainfalcon"": 1}"
Trius,melee,"{""melee/falco"": 4}"
Pukito,melee,""""""
roWEri,melee,"{""melee/sheik"": 23, ""melee/jigglypuff"": 1}"
Cloin,melee,"{""melee/sheik"": 142, ""melee/falco"": 2, ""melee/fox"": 2}"
Fisikin,melee,"{""melee/captainfalcon"": 1, ""melee/sheik"": 1}"
MasterCheeks,melee,""""""
Lumen,melee,""""""
pat,melee,""""""
loaf,melee,""""""
Zok,melee,"{""melee/iceclimbers"": 4}"
Tuner_Ace,melee,"{""melee/captainfalcon"": 181, ""melee/marth"": 68, ""melee/sheik"": 14, ""melee/falco"": 1}"
Majora666,melee,"{""melee/falco"": 67, ""melee/donkeykong"": 2}"
Grayog,melee,""""""
Arkdael,melee,"{""melee/sheik"": 10, ""melee/luigi"": 781, ""melee/fox"": 77, ""melee/falco"": 1, ""melee/marth"": 5, ""melee/mario"": 6, ""melee/link"": 14, ""melee/mewtwo"": 11, ""melee/ganondorf"": 1}"
Chubbz,melee,"{""melee/fox"": 287}"
Vidwadu,melee,""""""
Krfunkle,melee,"{""melee/ganondorf"": 23, ""melee/jigglypuff"": 1, ""melee/bowser"": 2}"
Hobbes,melee,"{""melee/fox"": 45, ""melee/peach"": 5, ""melee/sheik"": 1}"
_cins,melee,"{""melee/peach"": 8}"
fivepoint,melee,""""""
Max Ketchum,melee,""""""
Gaona,melee,""""""
Jflip,melee,"{""melee/peach"": 11, ""melee/sheik"": 30, ""melee/fox"": 2}"
clout,melee,"{""melee/iceclimbers"": 40, ""melee/fox"": 3, ""melee/pichu"": 2}"
Sola,melee,""""""
Song,melee,"{""melee/fox"": 4, ""melee/captainfalcon"": 7}"
Ben_G,melee,""""""
sage,melee,""""""
Nellen,melee,"{""melee/marth"": 18}"
Aluc,melee,"{""melee/falco"": 25}"
Kameron,melee,"{""melee/sheik"": 2}"
toughsnow,melee,"{""melee/peach"": 2}"
azazel,melee,"{""melee/falco"": 36, ""melee/fox"": 103}"
King Kame,melee,"{""melee/peach"": 5}"
MOOTANGCLAN,melee,""""""
Synnek,melee,"{""melee/falco"": 7, ""melee/fox"": 25}"
J0ke,melee,"{""melee/fox"": 22, ""melee/pikachu"": 1}"
ENV,melee,""""""
G.Lok,melee,"{""melee/marth"": 2}"
Yurg,melee,""""""
Niv��k,melee,"{""melee/falco"": 21, ""melee/fox"": 17}"
WRXJoey,melee,"{""melee/mrgameandwatch"": 92}"
LuBru,melee,"{""melee/peach"": 23}"
jacobcozens,melee,"{""melee/falco"": 6, ""melee/fox"": 1}"
arnhay Ountercay,melee,""""""
FlowerFairy,melee,"{""melee/ganondorf"": 4, ""melee/jigglypuff"": 15, ""melee/falco"": 1, ""melee/luigi"": 2}"
Spenny,melee,"{""melee/jigglypuff"": 22}"
JoNIX_24,melee,"{""melee/falco"": 123, ""melee/younglink"": 4}"
Fank,melee,"{""melee/falco"": 1910, ""melee/captainfalcon"": 26, ""melee/random"": 9, ""melee/mario"": 9, ""melee/yoshi"": 8}"
Lich,melee,"{""melee/captainfalcon"": 46}"
JUGGS,melee,"{""melee/captainfalcon"": 2}"
Alizon,melee,"{""melee/falco"": 2}"
Dice,melee,"{""melee/fox"": 492, ""melee/marth"": 4}"
Loupi Lei,melee,""""""
Ess,melee,"{""melee/iceclimbers"": 5, ""melee/jigglypuff"": 21, ""melee/marth"": 5, ""melee/fox"": 1, ""melee/sheik"": 2}"
JeAl8a,melee,""""""
JTJ,melee,"{""melee/marth"": 3}"
Karatat,melee,""""""
Keeby,melee,"{""melee/fox"": 8}"
Kevuasa,melee,"{""melee/marth"": 4}"
lunarmagic8,melee,"{""melee/marth"": 33}"
Melos,melee,"{""melee/falco"": 152}"
SJ3,melee,"{""melee/marth"": 3, ""melee/samus"": 40, ""melee/yoshi"": 1}"
Dilfzone,melee,"{""melee/fox"": 12}"
[Delta],melee,"{""melee/kirby"": 33, ""melee/marth"": 248, ""melee/peach"": 14, ""melee/iceclimbers"": 33, ""melee/samus"": 8, ""melee/drmario"": 40, ""melee/roy"": 6, ""melee/younglink"": 8, ""melee/pichu"": 2, ""melee/bowser"": 2, ""melee/sheik"": 2, ""melee/jigglypuff"": 1, ""melee/link"": 1, ""melee/fox"": 3, ""melee/pikachu"": 1, ""melee/zelda"": 2}"
Curly,melee,""""""
DG,melee,"{""melee/marth"": 42, ""melee/falco"": 24, ""melee/captainfalcon"": 57, ""melee/fox"": 12, ""melee/mrgameandwatch"": 22, ""melee/jigglypuff"": 5, ""melee/yoshi"": 2, ""melee/roy"": 6, ""melee/sheik"": 3, ""melee/ganondorf"": 3, ""melee/younglink"": 5, ""melee/donkeykong"": 2, ""melee/mario"": 1, ""melee/pikachu"": 1}"
Cheezy Beto,melee,""""""
sam.i.am,melee,"{""melee/marth"": 249, ""melee/fox"": 78, ""melee/falco"": 9, ""melee/captainfalcon"": 2, ""melee/jigglypuff"": 1}"
DrewKu,melee,""""""
Swillow,melee,""""""
NEO_NEP,melee,""""""
phelix,melee,"{""melee/falco"": 18, ""melee/sheik"": 8}"
trash,melee,""""""
Shadow,melee,"{""melee/sheik"": 10}"
Badmouth,melee,"{""melee/fox"": 112}"
Skywardtoast,melee,""""""
Soapy98,melee,""""""
Haunter,melee,"{""melee/jigglypuff"": 2336, ""melee/falco"": 27, ""melee/marth"": 13, ""melee/captainfalcon"": 9, ""melee/fox"": 15, ""melee/sheik"": 9, ""melee/peach"": 2, ""melee/kirby"": 1}"
Mr. Pipedream,melee,"{""melee/captainfalcon"": 10}"
wai,melee,"{""melee/jigglypuff"": 45, ""melee/captainfalcon"": 2, ""melee/falco"": 1, ""melee/sheik"": 1}"
BotchedColon,melee,"{""melee/peach"": 2}"
Gymp,melee,""""""
Anubis,melee,""""""
Froondoo,melee,"{""melee/falco"": 19}"
gifhaysd,melee,"{""melee/falco"": 9}"
Quantum,melee,"{""melee/falco"": 1, ""melee/captainfalcon"": 1, ""melee/fox"": 3}"
thekid,melee,"{""melee/drmario"": 4}"
Ailas,melee,""""""
cheese,melee,"{""melee/fox"": 11, ""melee/falco"": 2}"
Tsun,melee,"{""melee/falco"": 4}"
pure,melee,"{""melee/sheik"": 2, ""melee/fox"": 3}"
maverick,melee,"{""melee/fox"": 2, ""melee/link"": 4, ""melee/kirby"": 1, ""melee/sheik"": 3}"
TSB,melee,"{""melee/luigi"": 2}"
Bobo,melee,"{""melee/falco"": 4, ""melee/fox"": 2}"
SladePunch,melee,""""""
kingkong,melee,""""""
Benji,melee,"{""melee/pichu"": 2, ""melee/fox"": 2}"
DonkE~,melee,""""""
Frisky,melee,""""""
Buck,melee,"{""melee/fox"": 6, ""melee/falco"": 6}"
Demios,melee,"{""melee/falco"": 8}"
hollo,melee,"{""melee/falco"": 14, ""melee/fox"": 3}"
majesticmoose,melee,"{""melee/sheik"": 4}"
ANTO,melee,"{""melee/captainfalcon"": 2}"
tiba,melee,"{""melee/luigi"": 3, ""melee/sheik"": 1}"
shanesawkool,melee,"{""melee/sheik"": 6, ""melee/captainfalcon"": 36, ""melee/drmario"": 2, ""melee/peach"": 3, ""melee/jigglypuff"": 22}"
Chimpo,melee,"{""melee/captainfalcon"": 2}"
DewDaDash,melee,"{""melee/marth"": 24}"
c0ldpaiN,melee,""""""
Leffenjr,melee,""""""
Dre Charles,melee,""""""
FNG,melee,""""""
rake,melee,""""""
Capy,melee,"{""melee/falco"": 21}"
Skinny the Pooh,melee,""""""
Pygophile,melee,"{""melee/falco"": 2}"
Baconator2012,melee,""""""
missinglinc,melee,"{""melee/fox"": 164}"
ghostdude22,melee,""""""
Koints,melee,"{""melee/pikachu"": 1028, ""melee/fox"": 1217, ""melee/bowser"": 6, ""melee/luigi"": 2, ""melee/iceclimbers"": 6, ""melee/peach"": 1, ""melee/falco"": 5, ""melee/marth"": 1, ""melee/random"": 2, ""melee/mrgameandwatch"": 2, ""melee/donkeykong"": 1, ""melee/captainfalcon"": 5, ""melee/jigglypuff"": 1, ""melee/sheik"": 3}"
Haku,melee,"{""melee/pikachu"": 2, ""melee/falco"": 12, ""melee/captainfalcon"": 1}"
dopeness,melee,"{""melee/peach"": 3}"
geenareeno,melee,"{""melee/falco"": 225}"
NiSn,melee,"{""melee/fox"": 15, ""melee/marth"": 3}"
Latina Fey,melee,"{""melee/peach"": 2}"
Shukle,melee,"{""melee/fox"": 225, ""melee/falco"": 24, ""melee/roy"": 8, ""melee/marth"": 16, ""melee/bowser"": 1, ""melee/younglink"": 2}"
Freefall,melee,"{""melee/falco"": 6}"
Nonie,melee,"{""melee/falco"": 4}"
Orange Soda,melee,"{""melee/fox"": 31, ""melee/sheik"": 20, ""melee/samus"": 43, ""melee/falco"": 3, ""melee/younglink"": 1, ""melee/link"": 2, ""melee/captainfalcon"": 1, ""melee/luigi"": 2}"
Corgified,melee,""""""
LSK,melee,"{""melee/captainfalcon"": 144, ""melee/fox"": 11, ""melee/bowser"": 2}"
Argent,melee,""""""
GlassWarfare,melee,"{""melee/peach"": 2, ""melee/iceclimbers"": 1, ""melee/bowser"": 1}"
Matto,melee,"{""melee/sheik"": 4}"
Sage,melee,"{""melee/falco"": 4, ""melee/sheik"": 2}"
GrandFalcon_,melee,"{""melee/captainfalcon"": 181, ""melee/fox"": 4, ""melee/peach"": 5}"
Don't lose your way Pump,melee,"{""melee/ganondorf"": 2}"
Rybuddy,melee,"{""melee/falco"": 2}"
Jin,melee,"{""melee/fox"": 5}"
XLR8,melee,"{""melee/marth"": 9}"
Huckle,melee,"{""melee/donkeykong"": 2, ""melee/mario"": 2}"
Mogarass,melee,"{""melee/marth"": 5}"
STLTS,melee,"{""melee/falco"": 167}"
PrianB,melee,""""""
Rokadan,melee,"{""melee/marth"": 2}"
ofedefo,melee,"{""melee/marth"": 16}"
Donyjj,melee,"{""melee/fox"": 3}"
peab,melee,"{""melee/peach"": 2, ""melee/captainfalcon"": 6, ""melee/drmario"": 10}"
pat,melee,"{""melee/marth"": 17}"
Moon,melee,"{""melee/falco"": 25, ""melee/fox"": 2}"
Zain,melee,"{""melee/fox"": 65, ""melee/random"": 7, ""melee/mewtwo"": 1, ""melee/pichu"": 1, ""melee/pikachu"": 4, ""melee/marth"": 9, ""melee/link"": 1, ""melee/luigi"": 1}"
Alpha,melee,"{""melee/iceclimbers"": 72, ""melee/captainfalcon"": 2}"
Aux,melee,"{""melee/fox"": 221, ""melee/falco"": 16, ""melee/jigglypuff"": 1}"
Ludog9000,melee,""""""
Ceatrix,melee,"{""melee/luigi"": 4}"
benco,melee,"{""melee/fox"": 10}"
Gen,melee,""""""
Erimel,melee,""""""
Noel,melee,"{""melee/fox"": 4, ""melee/falco"": 8}"
Full Throne,melee,""""""
Jerry Shinefeld,melee,"{""melee/fox"": 2}"
bae,melee,"{""melee/fox"": 328, ""melee/captainfalcon"": 250, ""melee/mrgameandwatch"": 14, ""melee/mewtwo"": 2, ""melee/marth"": 6, ""melee/luigi"": 5, ""melee/yoshi"": 4, ""melee/falco"": 4, ""melee/ganondorf"": 1}"
oh,melee,"{""melee/sheik"": 17, ""melee/fox"": 8}"
Cisco,melee,""""""
JoffDuchar,melee,"{""melee/peach"": 106, ""melee/fox"": 225, ""melee/luigi"": 1, ""melee/falco"": 28, ""melee/samus"": 7, ""melee/captainfalcon"": 13, ""melee/mrgameandwatch"": 4, ""melee/sheik"": 22, ""melee/donkeykong"": 1, ""melee/marth"": 38}"
Tamus,melee,"{""melee/samus"": 18}"
Jelloshot,melee,"{""melee/fox"": 2}"
Chilly Bones,melee,""""""
Divus,melee,"{""melee/captainfalcon"": 5}"
BWS,melee,""""""
Sargnarg,melee,""""""
Twiets,melee,""""""
AmyRose <3,melee,"{""melee/peach"": 223, ""melee/sheik"": 1, ""melee/jigglypuff"": 2, ""melee/fox"": 15}"
BBQ Thong,melee,""""""
Ruby,melee,""""""
Owen,melee,"{""melee/peach"": 28, ""melee/yoshi"": 2, ""melee/luigi"": 3, ""melee/drmario"": 1, ""melee/captainfalcon"": 1, ""melee/sheik"": 2, ""melee/marth"": 1}"
3Hz,melee,"{""melee/falco"": 2}"
GrEy,melee,"{""melee/marth"": 14, ""melee/falco"": 1}"
bdn,melee,"{""melee/fox"": 2}"
Red,melee,""""""
gasprobs,melee,""""""
TheGreyMan,melee,"{""melee/bowser"": 708}"
Rem,melee,""""""
yobp,melee,"{""melee/falco"": 4, ""melee/fox"": 26, ""melee/marth"": 2, ""melee/captainfalcon"": 2, ""melee/link"": 2}"
wall arms,melee,"{""melee/fox"": 2}"
Geek,melee,"{""melee/samus"": 61, ""melee/sheik"": 29, ""melee/fox"": 127}"
Devlon,melee,"{""melee/fox"": 2}"
Bread,melee,"{""melee/ganondorf"": 11, ""melee/sheik"": 2}"
Ev,melee,"{""melee/falco"": 37, ""melee/drmario"": 5, ""melee/captainfalcon"": 1, ""melee/ganondorf"": 7}"
Figs,melee,"{""melee/samus"": 2}"
JewfroSamurai,melee,"{""melee/pikachu"": 3, ""melee/falco"": 1}"
SDA,melee,"{""melee/fox"": 8, ""melee/sheik"": 5, ""melee/jigglypuff"": 1}"
Hoagie,melee,""""""
interguy8,melee,"{""melee/falco"": 215, ""melee/fox"": 6}"
andummy,melee,"{""melee/fox"": 26}"
Speedy Sloth,melee,"{""melee/luigi"": 63, ""melee/marth"": 6, ""melee/donkeykong"": 1, ""melee/falco"": 9, ""melee/sheik"": 14, ""melee/captainfalcon"": 9, ""melee/fox"": 1}"
TheDarpaChief,melee,"{""melee/falco"": 4}"
NUTDOG,melee,""""""
Thats Boppin,melee,"{""melee/peach"": 3, ""melee/marth"": 5, ""melee/falco"": 2, ""melee/fox"": 4, ""melee/sheik"": 2}"
Arizen,melee,"{""melee/falco"": 5}"
Mattress,melee,"{""melee/samus"": 788, ""melee/sheik"": 34, ""melee/falco"": 5, ""melee/peach"": 2, ""melee/fox"": 6, ""melee/mewtwo"": 2}"
Jr,melee,""""""
Camberry,melee,""""""
NUG,melee,""""""
Liyrex,melee,""""""
Ampsen,melee,"{""melee/sheik"": 15, ""melee/marth"": 7}"
Kay,melee,"{""melee/fox"": 26, ""melee/pikachu"": 1}"
Eggyh4ck,melee,"{""melee/captainfalcon"": 5}"
Dawn,melee,"{""melee/falco"": 33, ""melee/marth"": 1}"
Shin,melee,"{""melee/sheik"": 90, ""melee/fox"": 23, ""melee/marth"": 1}"
Chillos_Tacos,melee,"{""melee/mario"": 2279, ""melee/jigglypuff"": 9, ""melee/drmario"": 71, ""melee/iceclimbers"": 1, ""melee/random"": 2, ""melee/samus"": 1}"
Flouffe,melee,"{""melee/falco"": 7}"
Mintygreen,melee,"{""melee/marth"": 5}"
Robotj6,melee,"{""melee/falco"": 5}"
Bas-Saint-Laurent,melee,"{""melee/drmario"": 15}"
Alex,melee,"{""melee/fox"": 14}"
Cojoe,melee,"{""melee/falco"": 2}"
danhmi,melee,""""""
Bradyfish,melee,"{""melee/donkeykong"": 5, ""melee/marth"": 2, ""melee/captainfalcon"": 14, ""melee/falco"": 167, ""melee/fox"": 4}"
CurryGoat,melee,"{""melee/fox"": 7, ""melee/ganondorf"": 261, ""melee/falco"": 120, ""melee/samus"": 1, ""melee/luigi"": 1, ""melee/marth"": 3, ""melee/sheik"": 3}"
;(,melee,""""""
Spenito,melee,"{""melee/fox"": 15, ""melee/marth"": 8}"
Herbie,melee,"{""melee/sheik"": 8}"
cackintheback,melee,""""""
PotatoesAreYum,melee,"{""melee/ganondorf"": 9, ""melee/captainfalcon"": 1}"
RealParmesan,melee,""""""
Snails,melee,"{""melee/marth"": 2}"
dusty katz,melee,"{""melee/younglink"": 3}"
pdashr,melee,""""""
Riddles,melee,"{""melee/captainfalcon"": 77}"
Groomp,melee,"{""melee/fox"": 372, ""melee/sheik"": 29, ""melee/marth"": 1, ""melee/pikachu"": 1, ""melee/falco"": 2}"
Kaio,melee,"{""melee/fox"": 20, ""melee/sheik"": 81}"
adonis,melee,"{""melee/marth"": 28}"
Exactol,melee,""""""
Mr. E 5000,melee,""""""
neh_koo,melee,""""""
StrawHat,melee,""""""
LORD LIGMA,melee,""""""
Kamcrunch007,melee,""""""
Griffith,melee,""""""
Rorta,melee,""""""
ThomasHoodMusic,melee,"{""melee/jigglypuff"": 4}"
Mechapope,melee,"{""melee/peach"": 4}"
FkeBld,melee,""""""
PantryRaider1,melee,""""""
Wolfe,melee,""""""
rainbowyoshi123,melee,"{""melee/falco"": 149, ""melee/fox"": 4, ""melee/captainfalcon"": 3}"
bloom,melee,"{""melee/marth"": 23}"
Pyrrole,melee,"{""melee/marth"": 4}"
Calpolkid,melee,"{""melee/marth"": 41, ""melee/samus"": 169, ""melee/mario"": 1, ""melee/bowser"": 2}"
snek,melee,"{""melee/samus"": 4}"
Brainsniff,melee,"{""melee/captainfalcon"": 12}"
Caller,melee,""""""
RJW,melee,""""""
Ligma,melee,""""""
Ouch!?,melee,""""""
Nivlac,melee,""""""
BigJake,melee,"{""melee/sheik"": 18, ""melee/falco"": 12}"
swooce,melee,"{""melee/sheik"": 5}"
Darnek,melee,"{""melee/captainfalcon"": 57}"
senor,melee,"{""melee/fox"": 3, ""melee/falco"": 1}"
Rightout,melee,"{""melee/captainfalcon"": 28, ""melee/jigglypuff"": 2, ""melee/mario"": 1}"
RazeriaN,melee,"{""melee/fox"": 5, ""melee/samus"": 1, ""melee/falco"": 1}"
!Z,melee,""""""
AsumSaus,melee,"{""melee/falco"": 10}"
